n 400 e 7940
p 119 260 91.67639889788053
p 194 314 28.12837338223003
p 140 246 81.14573173047172
p 24 105 43.48309909834608
p 221 388 68.7068485226835
p 124 198 98.62925525098507
p 82 389 53.93673443739733
p 57 61 53.517516973985146
p 177 282 76.08285846086929
p 35 157 37.03250001659968
p 112 165 26.840760884509425
p 149 364 7.563495509094642
p 91 371 43.77005978723367
p 116 326 79.45063793229873
p 89 170 31.39898260954905
p 118 271 73.92890540362602
p 102 359 44.97043203407321
p 52 377 89.08989253164438
p 30 31 81.12659821196861
p 82 356 4.500638971706885
p 10 391 68.19176523590546
p 21 62 56.84218007372188
p 172 393 11.59093431964855
p 109 232 61.75336383291894
p 157 200 54.07498446834755
p 99 238 37.09503224981434
p 3 41 62.469932345870745
p 31 123 90.27065876402756
p 136 247 64.2970106629071
p 47 238 23.235935220697897
p 92 293 70.69873591682355
p 112 315 42.85680442898152
p 263 300 16.590455560632655
p 46 125 52.32316709536216
p 67 226 32.78002677584708
p 225 330 5.176750464484269
p 109 285 97.59239376256261
p 20 257 21.868306604694578
p 111 131 36.83938282265404
p 139 357 46.01542065710313
p 173 293 48.27024256211807
p 277 306 19.085748605777038
p 82 179 43.134920512514135
p 115 131 9.727552059312993
p 109 164 82.69845444614396
p 233 378 98.91609160589972
p 137 329 68.92209002713437
p 154 312 98.23820091915175
p 23 164 77.7214606875669
p 36 333 5.118672857194909
p 144 259 60.8388817978663
p 208 214 10.397943741927493
p 238 395 49.73954110536602
p 46 319 56.26266332719933
p 112 385 9.034183034235335
p 72 318 44.46671153150054
p 234 236 10.532123323756842
p 301 397 4.32923659735638
p 279 318 56.62921144253234
p 353 364 53.29122925155199
p 80 371 50.57629912611241
p 141 295 68.06950974296906
p 342 352 84.90431870516714
p 20 72 80.601290838374
p 32 91 54.151672731962584
p 39 71 59.6110905183259
p 85 301 78.55509110689472
p 123 234 7.282186816691453
p 225 386 85.47980930146066
p 34 270 67.6103388382864
p 57 376 25.229019815211203
p 198 241 3.0430594734726584
p 36 255 52.3228995843366
p 156 389 65.2256912130387
p 40 145 50.524176733534425
p 118 393 97.45003364956692
p 72 363 85.25938514416222
p 361 385 18.0134882897527
p 25 339 61.30923998273127
p 103 367 16.53435882699365
p 186 390 70.8826031195014
p 118 230 76.24465313381702
p 325 380 63.487719211670864
p 108 346 71.77949996657192
p 110 179 70.56698427530718
p 335 337 24.967556955019592
p 64 310 25.976657768005136
p 205 250 90.24347005245573
p 103 310 4.5489580704514
p 199 332 94.25703908374689
p 282 312 45.24703637925297
p 110 247 57.111649901446775
p 140 399 34.61500647343995
p 47 346 78.02094345100174
p 49 238 52.25881958852385
p 95 214 48.61005078293678
p 263 268 71.69432140917044
p 355 359 90.94335134066925
p 0 70 2.482489609649707
p 90 384 41.24374350551791
p 80 104 35.71361410033523
p 109 361 58.012281722249035
p 264 315 97.95294705684191
p 215 281 66.25455016107459
p 56 359 64.04745546239991
p 73 159 68.66274818159049
p 220 281 85.00225361661968
p 62 364 53.12159499919525
p 156 358 73.1975028028232
p 320 348 50.237858459088926
p 6 250 72.55729091724439
p 185 201 24.129274929991592
p 320 356 28.84526092599547
p 70 105 74.41079363750822
p 163 364 39.60770020451738
p 243 291 99.01454957903748
p 34 47 34.37871511256627
p 117 135 10.302991389308206
p 144 237 20.96230729265452
p 86 380 54.019675111151045
p 196 255 18.239615611012
p 82 202 85.19371749041707
p 16 205 58.2400654485903
p 261 399 34.89352248504526
p 269 331 20.481770452627867
p 129 258 97.90401916650892
p 205 356 7.648284162720158
p 155 308 48.49098292120928
p 184 330 38.868322954879126
p 271 348 58.93255572432449
p 50 210 13.82367219655993
p 52 220 30.352132305084876
p 258 365 96.16032247794341
p 89 253 21.703239099539864
p 119 254 25.22736898123711
p 266 333 15.594387770722891
p 195 304 72.58274825024546
p 34 371 68.5769165364442
p 243 321 3.040435544598875
p 3 163 27.869680966362736
p 211 214 75.21403476764796
p 17 249 44.253111060658796
p 98 148 41.24811248076028
p 79 107 18.769203188363992
p 57 237 98.67336579317788
p 199 358 55.24254986088382
p 220 257 68.2691172765672
p 51 187 27.61517713499321
p 140 228 38.536142315868126
p 219 354 33.84974520215305
p 13 19 93.17884776271359
p 14 344 4.924585439934385
p 91 193 57.38274562796631
p 191 343 51.54915054357816
p 226 366 48.11403449966492
p 25 281 76.57604565079434
p 229 293 82.10940835803488
p 56 373 57.95594911378261
p 129 203 58.49688770619395
p 144 356 55.219827034408624
p 250 374 9.153919411020512
p 260 317 70.42554231645839
p 18 116 24.759310081566174
p 32 183 79.0006162812637
p 38 191 65.66749608012087
p 33 296 86.80616341908197
p 46 367 54.89570306077415
p 101 163 87.36312549705885
p 24 367 88.33476840232385
p 144 187 18.928030312476903
p 158 316 38.716016979695375
p 86 204 98.42294120549889
p 336 345 25.58901920159119
p 98 388 18.815641990991796
p 142 204 59.90612068506334
p 62 250 68.43128932772424
p 209 241 65.0866930014467
p 30 170 79.14116112705157
p 135 362 77.1089471657312
p 7 355 75.55753545188936
p 15 49 70.34174341328333
p 8 129 68.97466876539839
p 24 129 98.72203125317546
p 122 135 67.39896670906298
p 348 349 96.19689536902796
p 71 195 57.216052270183035
p 218 245 61.56492233629112
p 53 165 82.99396023698554
p 219 388 76.61453164104702
p 102 175 62.13167154819146
p 5 169 15.431207030966153
p 304 311 92.4384372466839
p 171 326 94.42918961190392
p 132 167 95.71225232807285
p 22 40 68.40645604642893
p 291 300 1.3196967588564736
p 191 263 86.02639327278189
p 130 161 86.198124955062
p 41 334 8.340389929708305
p 86 392 90.277775150624
p 173 286 95.21965155458572
p 265 356 38.33525758085271
p 52 335 81.71455406360367
p 55 201 40.233918332225485
p 76 335 33.095228148508106
p 24 334 18.86726445752564
p 91 225 53.50182524173754
p 204 245 25.911426339160094
p 96 133 39.2276931389288
p 376 382 24.561367243930427
p 5 255 36.26412480864425
p 49 308 63.73102111366942
p 54 320 12.038747121894737
p 217 222 38.54862853465268
p 252 285 29.960174603375496
p 267 379 34.887156466840224
p 22 232 18.55492397913341
p 297 375 51.01269016410272
p 319 376 19.931395817258096
p 12 150 46.491565144227685
p 131 162 55.1690024575728
p 106 279 62.26420131441504
p 124 208 77.89119949992943
p 145 180 43.71713622001392
p 51 109 92.7005854938998
p 56 213 73.8702756947486
p 128 184 33.142888755538046
p 30 286 9.709391007990936
p 79 148 33.37362906868925
p 36 373 38.838481805793165
p 79 149 26.52135483580633
p 112 380 27.67418358958315
p 89 250 8.123250169094359
p 49 218 49.32391786175346
p 82 306 58.506371437806095
p 196 229 63.71300257177343
p 8 370 15.359731663930635
p 63 221 73.6757626660231
p 12 81 60.564541719298525
p 251 396 24.74949133544658
p 122 381 37.216151035010704
p 1 211 38.46101177488008
p 275 393 39.347131719111545
p 288 309 88.45701926559863
p 26 302 36.541256554877265
p 203 326 31.334907098613396
p 138 346 50.10258850065776
p 297 332 44.279905995244015
p 26 316 66.12936176805233
p 111 291 70.49090129221379
p 36 292 21.022443634338245
p 170 373 59.815997846425255
p 33 59 19.534602522770502
p 287 387 39.32058128982915
p 310 346 81.12869304297527
p 10 272 90.17456630889963
p 15 294 89.57116427653287
p 200 362 67.53148373792185
p 169 235 92.96055184078429
p 283 285 41.53491992784898
p 46 299 49.48126958184325
p 291 392 23.321362306459754
p 320 368 26.287998827811307
p 18 273 10.802029239230004
p 142 285 46.88992328848594
p 297 382 10.786532430068327
p 330 331 78.29904287193932
p 114 319 21.654004124904308
p 104 274 43.58288060165284
p 32 144 2.010076021812815
p 95 106 95.33335916140366
p 40 298 76.89523511723512
p 87 141 51.79333867322688
p 107 283 81.85381182431084
p 210 310 30.179628843355886
p 227 302 39.663524274292925
p 95 290 16.91388421168176
p 50 318 98.25229809745797
p 243 245 32.372135931053386
p 99 379 54.88485261377738
p 67 76 85.10089212510232
p 63 162 51.77913937442765
p 83 279 99.07006330075217
p 137 335 88.67662176744507
p 20 62 79.96838045167186
p 288 398 33.01314435286532
p 236 330 17.203882501684014
p 277 338 79.81787899133285
p 20 131 86.68952502590551
p 72 281 17.91212288554817
p 191 331 4.094698975900242
p 18 380 54.75615627529925
p 164 365 43.66635300815784
p 226 320 11.799875829628862
p 24 88 20.394576558443486
p 181 338 59.3565542419692
p 200 328 12.299223860142188
p 349 391 66.41539778184467
p 40 363 47.35807705146441
p 107 166 75.04798900864678
p 170 230 66.68702541825144
p 42 149 81.5641646325572
p 54 299 85.66914901815207
p 69 156 29.30164890538133
p 108 276 26.415150500122806
p 40 185 31.235023853999397
p 158 230 99.24618699668434
p 320 372 10.779416411597916
p 24 249 75.30787212851683
p 57 277 13.736584406878189
p 319 385 80.89301605288891
p 168 210 14.959266262615506
p 247 330 21.00200670735489
p 217 255 63.46037895535952
p 71 247 66.34658532143503
p 61 316 6.780604686845798
p 32 181 28.190654138980644
p 197 342 5.790496991784471
p 22 272 99.16504974890661
p 76 109 87.64712033770542
p 73 358 27.078556036845175
p 126 285 83.07056780771596
p 58 135 27.47503476025638
p 318 326 79.41206304062057
p 128 284 41.96740500587976
p 2 342 87.79164847093492
p 294 383 47.396123369357625
p 286 315 47.61485981325077
p 14 86 26.70356158731887
p 148 348 35.99579155859482
p 12 358 93.47285703331957
p 167 323 23.370130653676643
p 193 275 36.41260573016367
p 27 119 68.72111103868862
p 373 384 82.02700851601575
p 36 132 46.386451141340984
p 323 336 2.3911990532044065
p 73 218 29.227040668393236
p 353 390 46.24599555361665
p 1 178 83.10670926281121
p 239 323 65.92913502780478
p 54 75 29.289281691073906
p 108 198 46.524590147508746
p 225 311 17.201851296812393
p 177 357 89.58311995690156
p 20 298 22.972551943316248
p 54 141 30.328435480481886
p 325 358 96.93599452650972
p 104 166 5.278975915377966
p 59 114 9.857930770770546
p 202 241 73.99108555001334
p 322 362 1.1027637645988215
p 59 98 86.12110564887972
p 120 321 75.08976128885368
p 215 377 11.850957037500397
p 128 225 3.1878218371636065
p 221 288 69.8593096678585
p 44 373 95.10179321824558
p 29 337 69.89920336646469
p 114 130 21.397901718752323
p 116 289 29.283276990612098
p 162 303 49.81379735207932
p 252 389 79.10124677146014
p 19 222 17.68149175456779
p 8 103 34.96578608122768
p 98 125 36.34331394331006
p 148 328 26.966305295558374
p 227 243 48.12341516034093
p 52 245 36.96007696425773
p 118 137 9.987810640813516
p 250 321 82.36349229694746
p 192 215 71.69480141353338
p 185 339 25.315732667257564
p 53 226 15.399255806128732
p 112 239 57.228900645827075
p 205 272 47.793388002031314
p 6 79 12.293134469757783
p 185 251 69.9007923877117
p 145 213 81.82221452748146
p 26 214 42.53615976805198
p 93 297 26.758434376761407
p 70 188 64.50506569222422
p 127 291 94.18007022469986
p 252 391 72.3860269123019
p 156 157 84.71122887728964
p 164 213 99.30393945634923
p 265 315 53.02763900868022
p 29 41 17.074351328885854
p 92 123 90.86370253529051
p 37 136 89.21821292911304
p 71 393 32.983236698868055
p 272 296 61.92865643249342
p 154 268 18.769977920478865
p 287 288 91.81389895729978
p 143 388 37.581086019444825
p 166 215 56.16917317679449
p 32 71 95.81997027978184
p 76 199 24.80691648265995
p 228 348 70.13018367940847
p 10 134 92.21791044902805
p 99 289 89.18058169294267
p 292 380 93.80377756909132
p 32 156 28.18713996972332
p 149 257 61.173814276741695
p 56 126 1.330643975587412
p 81 378 89.45641390187328
p 137 355 80.96754140000792
p 134 316 25.934308980232963
p 147 333 45.62810607672856
p 253 290 78.87079942843334
p 17 114 29.18988370281098
p 218 278 79.21223756181018
p 130 394 68.71967559438912
p 88 149 53.636694871034145
p 113 139 50.072998894170354
p 53 114 75.54585018803706
p 141 165 68.84512766093827
p 196 268 37.69028791919669
p 243 305 72.95207115718983
p 139 173 52.204740612011555
p 103 165 61.640546893118625
p 16 115 2.207029686234783
p 18 19 85.88720958202829
p 265 369 75.61164478413849
p 1 113 67.18788241231282
p 102 267 22.43622596469154
p 356 375 96.26082963568092
p 76 258 53.72982033078242
p 28 216 25.022534936484
p 85 276 1.2777971242786634
p 143 365 2.5035876295304607
p 191 379 62.470294882154185
p 65 164 60.06347077471779
p 7 383 75.4812149446528
p 294 356 24.733515285344847
p 205 379 45.79810271142982
p 124 319 54.79600565314182
p 164 299 9.509262110111164
p 100 122 42.50838189723749
p 42 88 66.96677272585461
p 17 160 14.765217167564739
p 2 175 26.67984204558317
p 164 353 98.78068587103735
p 217 297 62.54855917027682
p 271 346 43.062731475982766
p 17 394 97.234481045964
p 127 294 88.2560758931619
p 14 174 95.1098719672813
p 164 331 43.335856606492534
p 377 387 92.2629728793437
p 98 187 79.15025876218762
p 144 352 92.07185501768387
p 81 224 57.10049721343505
p 211 298 24.776259241312204
p 124 378 75.63056323292234
p 6 152 19.326153132917458
p 15 195 24.986892232569453
p 78 349 89.82293455392069
p 181 301 55.29300006419246
p 207 258 50.56519776590836
p 18 229 64.07993571384611
p 181 286 66.80976880810805
p 66 192 56.33254426302705
p 283 300 65.14529576444973
p 54 268 69.24243856375678
p 300 316 93.46165712895217
p 0 40 6.544464943471606
p 26 219 29.7705351094668
p 92 244 72.08870651165225
p 117 217 88.16598070905495
p 17 382 21.524899258485792
p 146 271 74.92454279549568
p 154 323 94.431054064608
p 180 340 61.1585097006742
p 67 127 73.37575089044793
p 138 335 48.26811490584758
p 254 263 42.83854066013879
p 141 222 60.083349953010654
p 12 246 81.20749094160225
p 224 330 7.494846307768488
p 384 392 75.95206430143723
p 99 398 97.65026649445775
p 126 336 54.5534851702067
p 261 272 38.991742852059055
p 32 363 82.75846378098137
p 59 214 9.717570058490441
p 55 207 10.678806647615815
p 146 300 91.39158513687732
p 238 306 20.391372579162894
p 226 256 12.024308012278611
p 161 224 41.15345294271811
p 25 394 53.69336584860516
p 57 199 52.31768512578817
p 377 383 19.760493329857006
p 45 293 26.2612278417042
p 85 174 23.653767347455563
p 121 208 92.61395885451749
p 196 272 83.5443827688585
p 116 342 50.00232678246001
p 278 370 75.05935313725308
p 8 324 45.30284151876854
p 22 222 48.70775955060418
p 228 364 97.02468260653735
p 56 172 25.996362067899636
p 169 210 9.550870821996133
p 157 324 87.45938581348305
p 31 390 86.72477756206587
p 120 314 25.510467610565232
p 229 297 99.77130401914324
p 157 366 79.59422907516054
p 269 294 81.70049276298644
p 1 68 94.37526870651872
p 82 209 43.398167727996935
p 5 309 12.248308706127412
p 259 372 70.34037731154815
p 90 180 64.54015120975967
p 57 311 22.37686013202993
p 127 345 24.274706008407016
p 195 360 45.26933815008076
p 37 188 89.66218855671647
p 96 381 48.5056438807371
p 122 270 84.18595118004136
p 63 323 71.96056610989903
p 168 359 35.33613319933196
p 56 288 1.346765336641742
p 42 203 63.26246868521409
p 246 322 54.6243576944755
p 130 151 75.79980657569088
p 67 324 89.85966015253126
p 87 360 83.67946930656188
p 191 218 40.40369310525246
p 122 378 31.70883413705303
p 234 251 82.46596682856324
p 160 394 37.58560118454407
p 278 327 67.57791247930157
p 153 388 72.21432367042749
p 37 208 46.940575076366635
p 11 13 6.477314380878666
p 39 206 30.510629079351855
p 221 307 99.78948620676333
p 323 382 42.07288028877104
p 83 294 82.12244064839439
p 191 375 97.4265834093074
p 131 218 32.72876642322416
p 264 361 2.3895528988069232
p 157 201 10.15153621256069
p 97 259 48.05293547392581
p 5 362 4.762198939964188
p 235 311 83.21537453347895
p 4 304 7.448804226426164
p 197 323 47.334388208546464
p 72 149 6.708112213285759
p 126 133 3.652029379240421
p 117 231 89.76916966646637
p 115 214 74.50486062475683
p 255 328 58.9847470953747
p 144 273 12.377885881340195
p 11 39 43.24831011558568
p 311 385 62.81277862401404
p 328 370 37.9789391997286
p 59 382 73.13660257418617
p 108 122 19.635737445243333
p 207 262 11.626138965480767
p 2 268 90.32135032268947
p 69 180 19.16471832781222
p 187 318 19.76743089331611
p 246 282 46.739133598108275
p 166 363 44.821067551145156
p 76 231 80.07090340564267
p 116 327 65.6632479522626
p 107 151 43.16041117894695
p 218 360 76.12654023711887
p 109 313 97.42775310255094
p 276 330 41.34262169376582
p 216 343 78.35650071152472
p 185 287 67.41532731783236
p 275 285 87.50388942102222
p 167 210 39.55463708193409
p 77 381 76.7000644749269
p 40 114 58.063094562571536
p 28 65 42.157211568032466
p 123 314 32.43370458381527
p 0 145 87.52516427914037
p 58 369 50.012859037224075
p 255 270 16.58245598973087
p 8 395 14.519717767555937
p 234 372 29.180651546874252
p 177 260 52.791549748494646
p 235 370 54.48950298543537
p 76 175 39.815687118546315
p 318 347 6.682509933944147
p 40 190 17.619823675933013
p 99 164 15.595805210336557
p 61 295 79.90501871007805
p 9 108 1.5368100821140223
p 11 276 27.596825558572824
p 64 123 61.81925994003019
p 329 330 54.77329854974691
p 124 141 23.265601050633542
p 100 366 49.20282829772584
p 150 381 86.20258863936432
p 69 176 79.45859826889195
p 95 278 36.249633830819285
p 73 226 67.22845900333019
p 46 387 13.84552973572455
p 245 331 5.630147438407466
p 56 215 89.92169537524985
p 95 194 26.73288599358539
p 60 91 62.90841663086727
p 94 296 5.13357033814356
p 316 372 74.91843226098939
p 41 159 30.148464604230448
p 29 333 6.380792328679986
p 84 277 93.43475737447699
p 237 303 74.18609621623841
p 77 182 52.321877695167444
p 241 323 59.50948567158402
p 232 320 45.02259701798129
p 155 177 26.2187280819785
p 113 334 99.20122300534551
p 119 243 89.35444992928977
p 31 353 52.369093920385616
p 284 314 97.21149156128118
p 30 149 25.03759131787085
p 250 320 99.05706466143124
p 199 337 54.04584225103162
p 117 309 82.61278899549058
p 84 138 84.9984484821187
p 53 63 90.52022355111829
p 140 144 14.173200239541314
p 50 244 13.025550073295108
p 251 384 12.376261992589685
p 273 383 95.25382129171533
p 371 379 24.03131726685027
p 13 101 8.445670705284178
p 136 280 95.92995793617524
p 3 135 54.78600348327617
p 268 397 65.38113740431255
p 28 182 13.54176219051594
p 103 345 7.204794952073321
p 8 297 4.204861330999513
p 368 376 18.7569464819705
p 199 379 82.45687667098031
p 211 231 16.14385656657267
p 0 298 34.48205018854015
p 45 107 57.84942452388738
p 5 130 79.7300173884043
p 57 98 88.13079467469892
p 61 336 86.19085553735523
p 156 189 66.59575711094745
p 229 242 25.93880255461231
p 63 292 10.938039824176302
p 72 328 60.39394689504073
p 79 282 99.79133883251966
p 281 394 65.60220804042791
p 276 378 58.68017249784665
p 95 281 54.83529544951435
p 166 311 42.39855201918236
p 61 388 52.1595949476481
p 170 339 18.411785377091775
p 195 269 33.5241086886435
p 238 324 56.37291449440267
p 13 221 81.51794220800807
p 21 305 53.40996880217787
p 267 399 70.59598400481954
p 131 347 56.7932477333632
p 130 268 92.96744753260333
p 278 323 82.39942838831159
p 19 223 37.52708339333516
p 76 215 71.5766435296346
p 28 125 16.877637169553346
p 257 268 61.58100600783754
p 160 288 91.00441871472405
p 73 321 54.950686028793484
p 237 301 32.97761028124127
p 231 346 94.69703978782746
p 149 292 48.97740209206772
p 54 337 94.67696045323132
p 126 261 47.70556351917828
p 170 366 88.0101313348958
p 277 359 83.40043696152118
p 110 122 65.52985411514426
p 1 303 78.87177739281977
p 216 329 34.50156351873334
p 39 67 28.06540443108067
p 150 343 9.128709925166623
p 108 357 23.59790538893392
p 26 66 83.68690686119187
p 238 368 84.66595859761632
p 143 197 49.265661467128616
p 131 254 93.67313178280342
p 139 359 72.92914389317629
p 61 161 91.37216833022505
p 69 343 15.85204432275263
p 26 46 53.915485814825615
p 137 169 46.0558823468189
p 89 105 94.24831287676635
p 119 375 52.4063440923612
p 186 230 3.2514224853926468
p 38 83 83.44820125167683
p 46 382 50.73195710837067
p 91 399 59.906922153506954
p 17 190 4.658602254963439
p 284 396 38.70142718965637
p 92 327 46.16910863216711
p 233 243 30.5320549515914
p 269 290 14.052736472358173
p 145 233 3.5323271566802434
p 5 48 54.00491252696368
p 47 341 15.171307316555868
p 75 117 74.90319948491936
p 333 336 35.68383406756344
p 148 331 48.0904096185382
p 19 221 14.575934045583901
p 74 395 33.397148496452516
p 256 285 19.950602873129974
p 123 277 27.595923891411196
p 5 20 7.449955349930722
p 134 191 11.114173644435432
p 202 267 35.476086284206154
p 219 385 49.934965663210974
p 94 389 41.117198777651936
p 99 118 80.55168754220531
p 185 265 75.18411186527388
p 93 247 52.06940817019722
p 121 283 71.81617271864128
p 11 24 17.86345141086217
p 92 371 12.867953544586436
p 4 382 20.777303691059057
p 141 360 16.18902082987953
p 113 251 11.880169532214236
p 303 340 98.70738427059912
p 260 312 76.14495493055557
p 157 390 79.06178748649718
p 275 345 99.66616278422013
p 196 329 68.2318188396923
p 185 272 60.33867469366067
p 263 292 13.287484432870293
p 53 240 25.921063443410734
p 144 340 54.859203270122265
p 204 212 24.100533769075383
p 47 300 43.092741760909924
p 144 383 4.694147923941271
p 100 190 69.6055979797085
p 124 391 65.8969694724086
p 306 337 75.89821024439787
p 105 220 42.726921693896095
p 185 395 23.475040136017746
p 108 279 88.9481749521627
p 27 343 13.012868428457004
p 218 308 49.091488653728774
p 40 128 7.152785249759866
p 78 91 30.126379789025357
p 44 77 67.42069432642253
p 80 138 94.46982123630868
p 170 229 26.557940359457948
p 194 247 90.5096883381014
p 133 266 90.16723258463831
p 39 150 64.91555094169767
p 56 181 71.28118629435376
p 296 312 95.88944521359997
p 217 314 41.30072638211794
p 127 332 87.61448374250125
p 151 247 84.86372465639741
p 173 310 72.73818891784356
p 118 165 37.55097968846705
p 216 384 2.790520204695591
p 343 349 23.735487876253483
p 80 327 68.28217960662992
p 288 355 82.14649475918547
p 179 249 31.44578253640617
p 240 260 47.14059065659014
p 88 201 26.567582860322215
p 2 277 55.49063771867954
p 74 88 89.84842603427487
p 68 171 77.87379877364718
p 105 303 20.462905203190466
p 143 335 86.68965465908592
p 111 380 28.3453873628789
p 102 280 69.54697017451957
p 64 125 50.28539095225733
p 40 254 46.08811649836053
p 77 263 17.299419385790305
p 86 186 77.58598810730216
p 124 389 40.916632473093884
p 228 369 90.60974112106727
p 290 302 66.84704879711738
p 53 205 15.540572292983095
p 86 334 23.867596126142907
p 212 311 95.42638181901128
p 113 118 80.70325807312227
p 23 32 36.16266084991587
p 257 266 31.456544785346075
p 44 335 5.941171785235814
p 193 225 85.12087424693497
p 136 395 81.21258727510924
p 10 90 11.746565521767437
p 79 128 29.816841987557062
p 173 340 95.18728291594077
p 150 253 82.1394037763819
p 137 159 54.877026738535385
p 137 304 11.022436290197234
p 1 157 21.601391033210753
p 325 378 29.01851982607225
p 30 52 93.44958695444996
p 173 176 45.164906243643024
p 40 346 25.26895662205209
p 13 325 79.30419753534437
p 155 288 18.181698962295584
p 45 307 10.275589740765485
p 0 2 89.97619609628131
p 101 143 11.995898543642774
p 127 344 46.61671934389901
p 159 350 37.38968842192799
p 3 363 60.40319210471282
p 343 378 19.62195179054738
p 235 301 25.20599038027835
p 159 387 85.01480184028011
p 43 233 19.714817498835142
p 85 181 69.69448160091825
p 42 259 1.4043893360767261
p 88 295 49.98586605549156
p 254 378 20.737901250565923
p 255 380 41.964799818180325
p 7 357 16.5481434426994
p 54 375 45.7234621622347
p 234 300 72.58556021403395
p 93 386 94.98606728566592
p 48 95 34.128047650013244
p 73 299 8.541126725620511
p 93 265 28.34266604388215
p 42 79 73.88927831277613
p 99 358 82.79598056969243
p 87 311 90.76968786628093
p 140 382 81.86367669439701
p 189 218 7.778817106217117
p 163 306 74.02746894023593
p 290 295 90.62566113608266
p 199 278 9.900002265329704
p 176 352 74.77035850013607
p 144 253 19.72959666656242
p 26 349 40.50566425272776
p 91 339 62.38900110427008
p 361 377 37.884522813688484
p 7 225 20.553646675733678
p 111 209 29.8431412487728
p 10 257 97.2932081451702
p 58 60 36.535209969859494
p 241 374 1.2597868921703745
p 83 254 8.522573255343575
p 60 299 18.251890277761472
p 105 129 72.97127173341013
p 63 285 51.878018302968115
p 85 120 18.4007553174233
p 49 296 30.719047165958234
p 68 174 41.68271219145959
p 54 327 65.95390140534118
p 58 236 87.44487897774468
p 62 384 28.066938702819535
p 100 393 8.342311889619907
p 121 393 44.11736297256304
p 122 188 15.313612780092958
p 267 366 16.258943549438968
p 65 350 13.454717149951193
p 72 193 88.77433216104093
p 31 183 86.62733547528336
p 67 313 6.578486062059749
p 229 249 93.30425250283409
p 308 344 51.70210338606391
p 130 366 4.668224438022181
p 190 336 74.50850944762828
p 82 397 62.33754026600014
p 17 134 51.36371703591599
p 149 303 16.403750789521986
p 9 146 59.93281768419671
p 3 313 67.22607267854951
p 130 302 82.82521880164333
p 45 66 67.60352545591628
p 39 362 15.171166743673663
p 119 358 95.53359909000444
p 126 351 35.60873503705476
p 27 87 66.43607782719288
p 119 242 55.21196893489502
p 44 186 76.20546923540306
p 213 389 3.1396626397917546
p 344 367 78.08572296559966
p 179 356 92.99888060690618
p 55 72 37.65114415248289
p 82 165 31.24105176748695
p 14 342 33.730898504481246
p 184 387 32.35195090871337
p 23 113 54.6975874749044
p 124 379 39.19260876780428
p 305 390 15.784141425748755
p 107 210 25.586749907254433
p 309 393 86.41980681018585
p 213 252 48.742237724432925
p 325 343 81.36511190304162
p 130 307 83.77607742927599
p 14 211 24.377777797481066
p 26 75 84.93938333201578
p 231 269 3.476050694124332
p 36 331 36.59014479100545
p 51 323 35.89056101146525
p 62 131 77.53042736985391
p 68 399 19.979784942649665
p 74 344 88.3195506714386
p 253 356 79.58937308276623
p 28 34 14.881953036146555
p 26 341 42.606631991994725
p 124 288 63.019482825652695
p 5 305 15.577373202957562
p 262 318 25.679833183305032
p 9 255 16.016404433746143
p 285 396 49.34114102027114
p 143 389 99.93517758396924
p 14 57 50.35047333758521
p 37 377 85.10537267547177
p 26 63 84.06457767030395
p 55 222 84.41072310217557
p 206 267 79.69503017338646
p 189 345 88.93204010844589
p 215 251 38.73908292861177
p 371 395 48.214768160403985
p 116 166 84.6536604081927
p 29 59 76.98627516413615
p 15 322 43.104383972025985
p 16 289 60.55230634156393
p 174 276 28.284931090774556
p 105 223 87.14125322774487
p 66 359 51.81715453340253
p 117 139 31.924137246714025
p 286 355 13.501437395995719
p 121 201 59.11096001909884
p 20 106 73.15074770765533
p 112 286 97.88854131424154
p 182 184 62.335123190152146
p 340 359 91.43136743556104
p 14 301 14.905746179378982
p 81 151 27.793916718330617
p 66 268 57.638303852371855
p 287 295 69.50381277643713
p 87 397 66.071895041636
p 26 337 88.61395178937897
p 85 86 25.470036563109097
p 32 63 31.625412052249484
p 314 393 52.722774314023944
p 101 343 84.39781420869248
p 363 388 39.48226883900208
p 214 356 30.538266947091927
p 146 220 65.47216069884921
p 54 232 73.63488155904112
p 183 290 14.144776911411356
p 36 58 87.36028606612719
p 89 308 71.43845562586752
p 112 302 22.66023784707972
p 125 171 25.826318747618906
p 204 218 46.95961893339288
p 264 375 95.61278192985743
p 4 21 16.59545373415375
p 220 332 31.600256982743076
p 69 193 32.133982705872825
p 71 322 20.819960103861835
p 175 280 76.49418335990435
p 111 360 67.84522709741472
p 343 362 46.86260266909083
p 163 309 74.21032452847848
p 265 348 75.33293797909971
p 30 168 49.869726317510064
p 52 212 57.98680933173829
p 108 225 41.194405546939095
p 117 239 74.2863010163411
p 105 235 37.324853776946526
p 33 48 42.63018574697768
p 140 257 88.02522638280539
p 33 344 41.30530033465647
p 86 184 84.0594783627047
p 6 58 65.87514469493868
p 74 338 55.2950585709986
p 124 149 32.873776579036445
p 14 163 74.0706207824655
p 85 172 84.4410865044466
p 193 349 19.47995086722502
p 157 281 54.190392067616585
p 131 178 28.784262401727002
p 93 196 19.814169124319587
p 294 313 84.6332823835603
p 201 291 6.147338266503735
p 271 304 76.6618370282108
p 52 213 94.52794505013914
p 288 379 42.123920310341916
p 12 394 60.17858892029085
p 36 179 17.705678860982783
p 135 151 3.718633901082106
p 35 309 78.51063640475536
p 86 263 46.81366808229833
p 193 369 15.008659285991492
p 26 255 62.52976176763212
